,ONI,P_1,P_2,P_3,P_4,P_5,0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,0,P_1,Generacion_Hidro_GWh,P_1,P_2,P_3,P_4,P_5,esc-2,0,P_1,P_2,P_3,P_4
114,0.5,0.4,0.1,-0.2,-0.5,-0.7,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,-0.6244184368597244,-0.8005131733582401,3558.8680299999996,3493.2883950000005,3779.8747740000003,3817.095306,3963.590155,3603.1779530000003,4653.415968,1094.5479380000006,920.9768219999996,806.765226,589.0244789999997,596.4959790000003
115,0.5,0.5,0.4,0.1,-0.2,-0.5,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,-0.40511686399436997,-0.6244184368597244,3503.807709,3558.8680299999996,3493.2883950000005,3779.8747740000003,3817.095306,3963.590155,4649.432103,1145.624394,1094.5479380000006,920.9768219999996,806.765226,589.0244789999997
116,0.7,0.5,0.5,0.4,0.1,-0.2,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,-1.139180245281259,-0.40511686399436997,3393.2595520000004,3503.807709,3558.8680299999996,3493.2883950000005,3779.8747740000003,3817.095306,4680.945505,1287.6859529999992,1145.624394,1094.5479380000006,920.9768219999996,806.765226
117,1.0,0.7,0.5,0.5,0.4,0.1,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,-1.2702190350918394,-1.139180245281259,2652.7006739999997,3393.2595520000004,3503.807709,3558.8680299999996,3493.2883950000005,3779.8747740000003,4737.305677,2084.6050030000006,1287.6859529999992,1145.624394,1094.5479380000006,920.9768219999996
118,1.3,1.0,0.7,0.5,0.5,0.4,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,-1.7691917223595268,-1.2702190350918394,2774.280048,2652.7006739999997,3393.2595520000004,3503.807709,3558.8680299999996,3493.2883950000005,4607.553537,1833.2734889999997,2084.6050030000006,1287.6859529999992,1145.624394,1094.5479380000006
119,1.6,1.3,1.0,0.7,0.5,0.5,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,-1.8679963828318658,-1.7691917223595268,2353.1071230000002,2774.280048,2652.7006739999997,3393.2595520000004,3503.807709,3558.8680299999996,4741.172196,2388.065073,1833.2734889999997,2084.6050030000006,1287.6859529999992,1145.624394
120,1.5,1.6,1.3,1.0,0.7,0.5,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,-1.4473194151548034,-1.8679963828318658,2097.9261079999997,2353.1071230000002,2774.280048,2652.7006739999997,3393.2595520000004,3503.807709,4576.940516,2479.014408,2388.065073,1833.2734889999997,2084.6050030000006,1287.6859529999992
121,1.3,1.5,1.6,1.3,1.0,0.7,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,-1.59869734463723,-1.4473194151548034,2275.646499,2097.9261079999997,2353.1071230000002,2774.280048,2652.7006739999997,3393.2595520000004,4409.459581,2133.813082,2479.014408,2388.065073,1833.2734889999997,2084.6050030000006
122,0.9,1.3,1.5,1.6,1.3,1.0,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.1727372967783138,-1.559244805107827,-1.59869734463723,2756.937992,2275.646499,2097.9261079999997,2353.1071230000002,2774.280048,2652.7006739999997,4890.1213689999995,2133.1833769999994,2133.813082,2479.014408,2388.065073,1833.2734889999997
123,0.4,0.9,1.3,1.5,1.6,1.3,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.1483786748653444,-1.0859434462641528,-1.559244805107827,2677.0120420000007,2756.937992,2275.646499,2097.9261079999997,2353.1071230000002,2774.280048,4610.754527,1933.7424849999993,2133.1833769999994,2133.813082,2479.014408,2388.065073
124,-0.1,0.4,0.9,1.3,1.5,1.6,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-0.3622201750295367,-1.113856382279267,-1.0859434462641528,3153.421326,2677.0120420000007,2756.937992,2275.646499,2097.9261079999997,2353.1071230000002,4785.909138,1632.4878119999998,1933.7424849999993,2133.1833769999994,2133.813082,2479.014408
125,-0.6,-0.1,0.4,0.9,1.3,1.5,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-0.48557346678700486,-1.4281040789164616,-1.113856382279267,3863.494222,3153.421326,2677.0120420000007,2756.937992,2275.646499,2097.9261079999997,4587.074179,723.5799570000004,1632.4878119999998,1933.7424849999993,2133.1833769999994,2133.813082
126,-1.0,-0.6,-0.1,0.4,0.9,1.3,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.6883022582701404,-1.1851238668532893,-1.4281040789164616,4092.2378240000003,3863.494222,3153.421326,2677.0120420000007,2756.937992,2275.646499,4706.751242,614.513418,723.5799570000004,1632.4878119999998,1933.7424849999993,2133.1833769999994
127,-1.4,-1.0,-0.6,-0.1,0.4,0.9,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.421795461207556,-1.4458112144284454,-1.1851238668532893,4051.298647,4092.2378240000003,3863.494222,3153.421326,2677.0120420000007,2756.937992,4771.810216,720.5115689999998,614.513418,723.5799570000004,1632.4878119999998,1933.7424849999993
128,-1.6,-1.4,-1.0,-0.6,-0.1,0.4,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-1.2545968095779392,-1.1035674947531642,-1.4458112144284454,3889.801262,4051.298647,4092.2378240000003,3863.494222,3153.421326,2677.0120420000007,4664.845197,775.0439349999997,720.5115689999998,614.513418,723.5799570000004,1632.4878119999998
129,-1.7,-1.6,-1.4,-1.0,-0.6,-0.1,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-1.31737214092513,-0.951042162261289,-1.1035674947531642,3852.6249700000003,3889.801262,4051.298647,4092.2378240000003,3863.494222,3153.421326,4818.6964659999985,966.0714959999982,775.0439349999997,720.5115689999998,614.513418,723.5799570000004
130,-1.7,-1.7,-1.6,-1.4,-1.0,-0.6,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,-1.3977675942682506,-0.053313937976457726,-0.951042162261289,3876.373646,3852.6249700000003,3889.801262,4051.298647,4092.2378240000003,3863.494222,4615.735254,739.3616080000002,966.0714959999982,775.0439349999997,720.5115689999998,614.513418
131,-1.6,-1.7,-1.7,-1.6,-1.4,-1.0,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,-1.5678252713467853,0.25925506275565885,-0.053313937976457726,3970.688089,3876.373646,3852.6249700000003,3889.801262,4051.298647,4092.2378240000003,4707.231941,736.5438519999998,739.3616080000002,966.0714959999982,775.0439349999997,720.5115689999998
132,-1.4,-1.6,-1.7,-1.7,-1.6,-1.4,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,-1.0524672934635355,0.173274838081604,0.25925506275565885,3889.862817,3970.688089,3876.373646,3852.6249700000003,3889.801262,4051.298647,4666.6299229999995,776.7671059999993,736.5438519999998,739.3616080000002,966.0714959999982,775.0439349999997
133,-1.1,-1.4,-1.6,-1.7,-1.7,-1.6,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,-0.5409805789150313,0.23433681592769356,0.173274838081604,3558.0524149999997,3889.862817,3970.688089,3876.373646,3852.6249700000003,3889.801262,4359.000437,800.948022,776.7671059999993,736.5438519999998,739.3616080000002,966.0714959999982
134,-0.8,-1.1,-1.4,-1.6,-1.7,-1.7,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,-0.7243203343840977,1.1218802618520738,0.23433681592769356,4244.549806,3558.0524149999997,3889.862817,3970.688089,3876.373646,3852.6249700000003,4801.20536,556.6555539999999,800.948022,776.7671059999993,736.5438519999998,739.3616080000002
135,-0.6,-0.8,-1.1,-1.4,-1.6,-1.7,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,-0.4353254096118798,2.40373392577505,1.1218802618520738,3958.0342509999996,4244.549806,3558.0524149999997,3889.862817,3970.688089,3876.373646,4587.452785,629.4185340000008,556.6555539999999,800.948022,776.7671059999993,736.5438519999998
136,-0.5,-0.6,-0.8,-1.1,-1.4,-1.6,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.0494196385877175,2.046015076062074,2.40373392577505,4296.815988,3958.0342509999996,4244.549806,3558.0524149999997,3889.862817,3970.688089,4855.477120000001,558.6611320000011,629.4185340000008,556.6555539999999,800.948022,776.7671059999993
137,-0.4,-0.5,-0.6,-0.8,-1.1,-1.4,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,-0.13924276941108277,1.5125012309605934,2.046015076062074,4055.427586,4296.815988,3958.0342509999996,4244.549806,3558.0524149999997,3889.862817,4693.72695,638.2993640000004,558.6611320000011,629.4185340000008,556.6555539999999,800.948022
138,-0.5,-0.4,-0.5,-0.6,-0.8,-1.1,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.1021801432386713,1.1812904716223458,1.5125012309605934,4086.494421,4055.427586,4296.815988,3958.0342509999996,4244.549806,3558.0524149999997,4817.0438189999995,730.5493979999997,638.2993640000004,558.6611320000011,629.4185340000008,556.6555539999999
139,-0.7,-0.5,-0.4,-0.5,-0.6,-0.8,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,0.4597657529048343,1.061919144497616,1.1812904716223458,4032.445358,4086.494421,4055.427586,4296.815988,3958.0342509999996,4244.549806,4978.716136,946.2707780000001,730.5493979999997,638.2993640000004,558.6611320000011,629.4185340000008
140,-0.9,-0.7,-0.5,-0.4,-0.5,-0.6,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.9167929129455672,1.2598377869122523,1.061919144497616,3987.0529659999997,4032.445358,4086.494421,4055.427586,4296.815988,3958.0342509999996,4601.694304,614.6413379999999,946.2707780000001,730.5493979999997,638.2993640000004,558.6611320000011
141,-1.1,-0.9,-0.7,-0.5,-0.4,-0.5,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,1.7903189455866246,1.5220733193652949,1.2598377869122523,4106.0294159999985,3987.0529659999997,4032.445358,4086.494421,4055.427586,4296.815988,4573.200468,467.1710520000015,614.6413379999999,946.2707780000001,730.5493979999997,638.2993640000004
142,-1.1,-1.1,-0.9,-0.7,-0.5,-0.4,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,0.9868165811431292,2.046340602519768,1.5220733193652949,4067.633535,4106.0294159999985,3987.0529659999997,4032.445358,4086.494421,4055.427586,4790.823863000001,723.1903280000015,467.1710520000015,614.6413379999999,946.2707780000001,730.5493979999997
143,-1.0,-1.1,-1.1,-0.9,-0.7,-0.5,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,1.4488051720227182,2.444968780016179,2.046340602519768,4149.3282880000015,4067.633535,4106.0294159999985,3987.0529659999997,4032.445358,4086.494421,5013.811457,864.4831689999983,723.1903280000015,467.1710520000015,614.6413379999999,946.2707780000001
144,-0.8,-1.0,-1.1,-1.1,-0.9,-0.7,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.453409709603139,2.449231938861475,2.444968780016179,4022.963928,4149.3282880000015,4067.633535,4106.0294159999985,3987.0529659999997,4032.445358,4806.914289,783.9503610000002,864.4831689999983,723.1903280000015,467.1710520000015,614.6413379999999
145,-0.6,-0.8,-1.0,-1.1,-1.1,-0.9,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,3.048951660667284,2.2053552631016724,2.449231938861475,3985.9115850000003,4022.963928,4149.3282880000015,4067.633535,4106.0294159999985,3987.0529659999997,4631.699497,645.7879119999993,783.9503610000002,864.4831689999983,723.1903280000015,467.1710520000015
146,-0.5,-0.6,-0.8,-1.0,-1.1,-1.1,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,1.7571585568329247,1.6567524182183095,2.2053552631016724,4158.60897,3985.9115850000003,4022.963928,4149.3282880000015,4067.633535,4106.0294159999985,5033.862344,875.2533739999999,645.7879119999993,783.9503610000002,864.4831689999983,723.1903280000015
147,-0.4,-0.5,-0.6,-0.8,-1.0,-1.1,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,0.8645440437197327,2.110096303140644,1.6567524182183095,3965.9031520000003,4158.60897,3985.9115850000003,4022.963928,4149.3282880000015,4067.633535,4724.690348,758.7871959999998,875.2533739999999,645.7879119999993,783.9503610000002,864.4831689999983
148,-0.2,-0.4,-0.5,-0.6,-0.8,-1.0,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,0.15050768975383588,1.788046411458141,2.110096303140644,4412.516157,3965.9031520000003,4158.60897,3985.9115850000003,4022.963928,4149.3282880000015,5032.708743,620.1925860000001,758.7871959999998,875.2533739999999,645.7879119999993,783.9503610000002
149,0.1,-0.2,-0.4,-0.5,-0.6,-0.8,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,0.1816987885346863,1.1382009180341293,1.788046411458141,4134.575697,4412.516157,3965.9031520000003,4158.60897,3985.9115850000003,4022.963928,4893.700379,759.1246819999997,620.1925860000001,758.7871959999998,875.2533739999999,645.7879119999993
150,0.3,0.1,-0.2,-0.4,-0.5,-0.6,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,0.6935049846246756,1.015352320477254,1.1382009180341293,4126.2799939999995,4134.575697,4412.516157,3965.9031520000003,4158.60897,3985.9115850000003,5033.978349,907.6983550000004,759.1246819999997,620.1925860000001,758.7871959999998,875.2533739999999
151,0.3,0.3,0.1,-0.2,-0.4,-0.5,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,2.023008399092354,1.3441540330513322,1.015352320477254,4039.82545,4126.2799939999995,4134.575697,4412.516157,3965.9031520000003,4158.60897,5104.311004,1064.4855540000003,907.6983550000004,759.1246819999997,620.1925860000001,758.7871959999998
152,0.3,0.3,0.3,0.1,-0.2,-0.4,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,1.9942987404257373,0.8046824496357053,1.3441540330513322,3734.007039,4039.82545,4126.2799939999995,4134.575697,4412.516157,3965.9031520000003,5024.614399,1290.60736,1064.4855540000003,907.6983550000004,759.1246819999997,620.1925860000001
153,0.2,0.3,0.3,0.3,0.1,-0.2,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,3.036304892762353,0.6792037299290807,0.8046824496357053,3713.0076329999997,3734.007039,4039.82545,4126.2799939999995,4134.575697,4412.516157,5069.525185,1356.5175520000007,1290.60736,1064.4855540000003,907.6983550000004,759.1246819999997
154,0.0,0.2,0.3,0.3,0.3,0.1,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,1.9943803666495035,-0.05643354008843654,0.6792037299290807,3701.232178,3713.0076329999997,3734.007039,4039.82545,4126.2799939999995,4134.575697,4979.617458,1278.3852799999995,1356.5175520000007,1290.60736,1064.4855540000003,907.6983550000004
155,-0.2,0.0,0.2,0.3,0.3,0.3,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,1.0945886622817105,-0.5847517587521154,-0.05643354008843654,3586.877982,3701.232178,3713.0076329999997,3734.007039,4039.82545,4126.2799939999995,5034.274389,1447.3964070000002,1278.3852799999995,1356.5175520000007,1290.60736,1064.4855540000003
156,-0.4,-0.2,0.0,0.2,0.3,0.3,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,0.8496213195135014,-1.2379957665852173,-0.5847517587521154,3456.91201,3586.877982,3701.232178,3713.0076329999997,3734.007039,4039.82545,5025.202451,1568.290441,1447.3964070000002,1278.3852799999995,1356.5175520000007,1290.60736
157,-0.3,-0.4,-0.2,0.0,0.2,0.3,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,1.7104569898406818,-1.1398900828523706,-1.2379957665852173,3173.702427,3456.91201,3586.877982,3701.232178,3713.0076329999997,3734.007039,4609.685803,1435.9833760000001,1568.290441,1447.3964070000002,1278.3852799999995,1356.5175520000007
158,-0.2,-0.3,-0.4,-0.2,0.0,0.2,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,0.9829505108784701,-1.0942762393449321,-1.1398900828523706,3812.0549520000004,3173.702427,3456.91201,3586.877982,3701.232178,3713.0076329999997,5033.036816,1220.9818639999994,1435.9833760000001,1568.290441,1447.3964070000002,1278.3852799999995
159,-0.2,-0.2,-0.3,-0.4,-0.2,0.0,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-0.9038657636818874,-1.542240067884196,-1.0942762393449321,3564.6093630000005,3812.0549520000004,3173.702427,3456.91201,3586.877982,3701.232178,5106.221045,1541.6116819999997,1220.9818639999994,1435.9833760000001,1568.290441,1447.3964070000002
160,-0.3,-0.2,-0.2,-0.3,-0.4,-0.2,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,0.2339670223627926,-1.0640278121361602,-1.542240067884196,4040.27365,3564.6093630000005,3812.0549520000004,3173.702427,3456.91201,3586.877982,5163.347702,1123.074052,1541.6116819999997,1220.9818639999994,1435.9833760000001,1568.290441
161,-0.3,-0.3,-0.2,-0.2,-0.3,-0.4,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,1.1040241375498505,-1.743867858863601,-1.0640278121361602,3748.3460990000003,4040.27365,3564.6093630000005,3812.0549520000004,3173.702427,3456.91201,4955.012794,1206.666695,1123.074052,1541.6116819999997,1220.9818639999994,1435.9833760000001
162,-0.4,-0.3,-0.3,-0.2,-0.2,-0.3,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.0642071094828414,-2.0336489592521914,-1.743867858863601,3577.768941,3748.3460990000003,4040.27365,3564.6093630000005,3812.0549520000004,3173.702427,5205.5003670000015,1627.7314260000016,1206.666695,1123.074052,1541.6116819999997,1220.9818639999994
163,-0.4,-0.4,-0.3,-0.3,-0.2,-0.2,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-0.03467967267536289,-1.7026355500475905,-2.0336489592521914,3796.120622,3577.768941,3748.3460990000003,4040.27365,3564.6093630000005,3812.0549520000004,5196.476103,1400.355481,1627.7314260000016,1206.666695,1123.074052,1541.6116819999997
164,-0.3,-0.4,-0.4,-0.3,-0.3,-0.2,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-0.7773413130149572,-1.8781741669351284,-1.7026355500475905,3927.039713,3796.120622,3577.768941,3748.3460990000003,4040.27365,3564.6093630000005,5084.604754,1157.5650409999998,1400.355481,1627.7314260000016,1206.666695,1123.074052
165,-0.2,-0.3,-0.4,-0.4,-0.3,-0.3,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-0.4978471891692842,-2.1057041276407182,-1.8781741669351284,3805.07742,3927.039713,3796.120622,3577.768941,3748.3460990000003,4040.27365,5249.0490340000015,1443.9716140000014,1157.5650409999998,1400.355481,1627.7314260000016,1206.666695
166,-0.2,-0.2,-0.3,-0.4,-0.4,-0.3,0.1031957595210097,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-0.7446267757450556,-1.899818105768665,-2.1057041276407182,3580.3563369999997,3805.07742,3927.039713,3796.120622,3577.768941,3748.3460990000003,5085.699291,1505.3429540000002,1443.9716140000014,1157.5650409999998,1400.355481,1627.7314260000016
167,-0.3,-0.2,-0.2,-0.3,-0.4,-0.4,0.667375985766096,0.1031957595210097,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,0.542949515821885,-1.3299289714143738,-1.899818105768665,3880.528539,3580.3563369999997,3805.07742,3927.039713,3796.120622,3577.768941,5176.440578,1295.9120389999998,1505.3429540000002,1443.9716140000014,1157.5650409999998,1400.355481
168,-0.4,-0.3,-0.2,-0.2,-0.3,-0.4,0.3288770362786991,0.667375985766096,0.1031957595210097,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,0.10376861636655224,-1.1589762459241473,-1.3299289714143738,3696.8244270000014,3880.528539,3580.3563369999997,3805.07742,3927.039713,3796.120622,5166.88983,1470.0654029999987,1295.9120389999998,1505.3429540000002,1443.9716140000014,1157.5650409999998
169,-0.4,-0.4,-0.3,-0.2,-0.2,-0.3,0.9541537110655296,0.3288770362786991,0.667375985766096,0.1031957595210097,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7764515746058712,-0.9425771433559025,-1.1589762459241473,3407.329293,3696.8244270000014,3880.528539,3580.3563369999997,3805.07742,3927.039713,4902.07812,1494.7488270000003,1470.0654029999987,1295.9120389999998,1505.3429540000002,1443.9716140000014
170,-0.2,-0.4,-0.4,-0.3,-0.2,-0.2,0.3332672078553579,0.9541537110655296,0.3288770362786991,0.667375985766096,0.1031957595210097,-0.39866483445558604,0.28515910740435313,1.2125189853552332,-0.8509490212590662,-1.2071167616771263,0.4018844238531668,-0.7158521734315357,-0.9425771433559025,3982.738664,3407.329293,3696.8244270000014,3880.528539,3580.3563369999997,3805.07742,5316.7299969999995,1333.9913329999995,1494.7488270000003,1470.0654029999987,1295.9120389999998,1505.3429540000002
