Fecha,Mes,Derivex_Max,Derivex_Min
2021-01,2022-07,228.0,218.5
2021-01,2022-08,228.0,218.5
2021-01,2022-09,228.0,218.5
2021-01,2022-10,228.0,218.5
2021-01,2022-11,228.0,218.5
2021-01,2022-12,230.0,218.5
2021-01,2023-01,231.35,230.5
2021-01,2023-02,231.35,230.5
2021-01,2023-03,231.35,230.5
2021-01,2023-04,231.35,230.5
2021-01,2023-05,231.35,230.5
2021-01,2023-06,231.35,230.5
2021-01,2023-07,231.35,230.5
2021-01,2023-08,231.35,230.5
2021-01,2023-09,231.35,230.5
2021-01,2023-10,231.35,230.5
2021-01,2023-11,231.35,230.5
2021-01,2023-12,231.35,230.5
2021-01,2024-01,227.54,227.54
2021-01,2024-02,227.54,227.54
2021-01,2024-03,227.54,227.54
2021-01,2024-04,227.54,227.54
2021-01,2024-05,227.54,227.54
2021-01,2024-06,227.54,227.54
2021-01,2024-07,227.54,227.54
2021-01,2024-08,227.54,227.54
2021-01,2024-09,227.54,227.54
2021-01,2024-10,227.54,227.54
2021-01,2024-11,227.54,227.54
2021-01,2024-12,227.54,227.54
2021-01,2025-01,226.0,222.61
2021-01,2025-02,226.0,222.61
2021-01,2025-03,226.0,222.61
2021-01,2025-04,226.0,222.61
2021-01,2025-05,226.0,222.61
2021-01,2025-06,226.0,222.61
2021-01,2025-07,226.0,222.61
2021-01,2025-08,226.0,222.61
2021-01,2025-09,226.0,222.61
2021-01,2025-10,226.0,222.61
2021-01,2025-11,226.0,222.61
2021-01,2025-12,226.0,222.61
2021-01,2026-01,234.53,231.0
2021-01,2026-02,234.53,231.0
2021-01,2026-03,234.53,231.0
2021-01,2026-04,234.53,231.0
2021-01,2026-05,234.53,231.0
2021-01,2026-06,234.53,231.0
2021-01,2026-07,234.53,231.0
2021-01,2026-08,234.53,231.0
2021-01,2026-09,234.53,231.0
2021-01,2026-10,234.53,231.0
2021-01,2026-11,234.53,231.0
2021-01,2026-12,234.53,231.0
2021-02,2021-02,263.75,217.15
2021-02,2021-03,243.16,221.0
2021-02,2021-04,225.0,216.0
2021-02,2021-05,216.0,215.0
2021-02,2021-06,216.0,215.0
2021-02,2021-07,216.0,215.0
2021-02,2021-08,216.0,215.0
2021-02,2021-09,216.0,215.0
2021-02,2021-10,220.0,220.0
2021-02,2021-11,220.0,220.0
2021-02,2021-12,220.0,220.0
2021-02,2022-01,230.0,223.0
2021-02,2022-02,230.0,223.0
2021-02,2022-03,230.0,223.0
2021-02,2022-04,230.0,223.0
2021-02,2022-05,226.0,223.0
2021-02,2022-06,226.0,223.0
2021-02,2022-07,226.0,223.0
2021-02,2022-08,226.0,223.0
2021-02,2022-09,226.0,223.0
2021-02,2022-10,226.0,223.0
2021-02,2022-11,226.0,223.0
2021-02,2022-12,226.0,223.0
2021-02,2023-01,231.35,229.31
2021-02,2023-02,231.35,229.31
2021-02,2023-03,231.35,229.31
2021-02,2023-04,231.35,229.31
2021-02,2023-05,231.35,229.31
2021-02,2023-06,231.35,229.31
2021-02,2023-07,231.35,229.31
2021-02,2023-08,231.35,229.31
2021-02,2023-09,231.35,229.31
2021-02,2023-10,231.35,229.31
2021-02,2023-11,231.35,229.31
2021-02,2023-12,231.35,229.31
2021-02,2024-01,227.54,227.0
2021-02,2024-02,227.54,227.0
2021-02,2024-03,227.54,227.0
2021-02,2024-04,227.54,227.0
2021-02,2024-05,227.54,227.0
2021-02,2024-06,227.54,227.0
2021-02,2024-07,227.54,227.0
2021-02,2024-08,227.54,227.0
2021-02,2024-09,227.54,227.0
2021-02,2024-10,227.54,227.0
2021-02,2024-11,227.54,227.0
2021-02,2024-12,227.54,227.0
2021-02,2025-01,226.0,223.0
2021-02,2025-02,226.0,223.0
2021-02,2025-03,226.0,223.0
2021-02,2025-04,226.0,223.0
2021-02,2025-05,226.0,223.0
2021-02,2025-06,226.0,223.0
2021-02,2025-07,226.0,223.0
2021-02,2025-08,226.0,223.0
2021-02,2025-09,226.0,223.0
2021-02,2025-10,226.0,223.0
2021-02,2025-11,226.0,223.0
2021-02,2025-12,226.0,223.0
2021-02,2026-01,231.0,231.0
2021-02,2026-02,231.0,231.0
2021-02,2026-03,231.0,231.0
2021-02,2026-04,231.0,231.0
2021-02,2026-05,231.0,231.0
2021-02,2026-06,231.0,231.0
2021-02,2026-07,231.0,231.0
2021-02,2026-08,231.0,231.0
2021-02,2026-09,231.0,231.0
2021-02,2026-10,231.0,231.0
2021-02,2026-11,231.0,231.0
2021-02,2026-12,231.0,231.0
2021-02,2027-01,231.0,231.0
2021-03,2021-03,239.55,155.85
2021-03,2021-04,225.0,165.0
2021-03,2021-05,215.0,208.0
2021-03,2021-06,215.0,208.0
2021-03,2021-07,215.0,208.0
2021-03,2021-08,215.0,208.0
2021-03,2021-09,215.0,208.0
2021-03,2021-10,220.0,220.0
2021-03,2021-11,220.0,220.0
2021-03,2021-12,220.0,220.0
2021-03,2022-01,236.71,232.5
2021-03,2022-02,236.71,232.5
2021-03,2022-03,236.71,232.5
2021-03,2022-04,236.71,232.5
2021-03,2022-05,229.46,226.0
2021-03,2022-06,229.46,226.0
2021-03,2022-07,229.46,226.0
2021-03,2022-08,229.46,226.0
2021-03,2022-09,229.46,226.0
2021-03,2022-10,229.46,226.0
2021-03,2022-11,231.46,226.0
2021-03,2022-12,231.46,226.0
2021-03,2023-01,230.0,229.31
2021-03,2023-02,230.0,229.31
2021-03,2023-03,230.0,229.31
2021-03,2023-04,230.0,229.31
2021-03,2023-05,230.0,229.31
2021-03,2023-06,230.0,229.31
2021-03,2023-07,230.0,229.31
2021-03,2023-08,230.0,229.31
2021-03,2023-09,230.0,229.31
2021-03,2023-10,230.0,229.31
2021-03,2023-11,230.0,229.31
2021-03,2023-12,230.0,229.31
2021-03,2024-01,227.0,223.0
2021-03,2024-02,227.0,223.0
2021-03,2024-03,227.0,223.0
2021-03,2024-04,227.0,223.0
2021-03,2024-05,227.0,223.0
2021-03,2024-06,227.0,223.0
2021-03,2024-07,227.0,223.0
2021-03,2024-08,227.0,223.0
2021-03,2024-09,227.0,223.0
2021-03,2024-10,227.0,223.0
2021-03,2024-11,227.0,223.0
2021-03,2024-12,227.0,223.0
2021-03,2025-01,227.5,226.0
2021-03,2025-02,227.5,226.0
2021-03,2025-03,227.5,226.0
2021-03,2025-04,227.5,226.0
2021-03,2025-05,227.5,226.0
2021-03,2025-06,227.5,226.0
2021-03,2025-07,227.5,226.0
2021-03,2025-08,227.5,226.0
2021-03,2025-09,227.5,226.0
2021-03,2025-10,227.5,226.0
2021-03,2025-11,227.5,226.0
2021-03,2025-12,227.5,226.0
2021-03,2026-01,231.0,230.0
2021-03,2026-02,231.0,230.0
2021-03,2026-03,231.0,230.0
2021-03,2026-04,231.0,230.0
2021-03,2026-05,231.0,230.0
2021-03,2026-06,231.0,230.0
2021-03,2026-07,231.0,230.0
2021-03,2026-08,231.0,230.0
2021-03,2026-09,231.0,230.0
2021-03,2026-10,231.0,230.0
2021-03,2026-11,231.0,230.0
2021-03,2026-12,231.0,230.0
2021-03,2027-01,231.0,230.0
2021-03,2027-02,231.0,230.0
2021-04,2021-04,165.0,156.0
2021-04,2021-05,206.0,191.2
2021-04,2021-06,206.0,197.0
2021-04,2021-07,206.0,197.0
2021-04,2021-08,206.0,197.0
2021-04,2021-09,206.0,197.0
2021-04,2021-10,220.0,218.0
2021-04,2021-11,220.0,218.0
2021-04,2021-12,220.0,218.0
2021-04,2022-01,244.62,237.3
2021-04,2022-02,244.62,237.3
2021-04,2022-03,244.62,237.3
2021-04,2022-04,244.62,237.3
2021-04,2022-05,237.51,230.03
2021-04,2022-06,237.51,230.03
2021-04,2022-07,237.51,230.03
2021-04,2022-08,237.51,230.03
2021-04,2022-09,237.51,230.03
2021-04,2022-10,237.51,230.03
2021-04,2022-11,241.57,232.04
2021-04,2022-12,241.57,232.04
2021-04,2023-01,232.0,230.0
2021-04,2023-02,232.0,230.0
2021-04,2023-03,232.0,230.0
2021-04,2023-04,232.0,230.0
2021-04,2023-05,232.0,230.0
2021-04,2023-06,232.0,230.0
2021-04,2023-07,232.0,230.0
2021-04,2023-08,232.0,230.0
2021-04,2023-09,232.0,230.0
2021-04,2023-10,232.0,230.0
2021-04,2023-11,232.0,230.0
2021-04,2023-12,232.0,230.0
2021-04,2024-01,221.49,213.5
2021-04,2024-02,221.49,213.5
2021-04,2024-03,221.49,213.5
2021-04,2024-04,221.49,213.5
2021-04,2024-05,221.49,213.5
2021-04,2024-06,221.49,213.5
2021-04,2024-07,221.49,213.5
2021-04,2024-08,221.49,213.5
2021-04,2024-09,221.49,213.5
2021-04,2024-10,221.49,213.5
2021-04,2024-11,221.49,213.5
2021-04,2024-12,221.49,213.5
2021-04,2025-01,227.5,227.5
2021-04,2025-02,227.5,227.5
2021-04,2025-03,227.5,227.5
2021-04,2025-04,227.5,227.5
2021-04,2025-05,227.5,227.5
2021-04,2025-06,227.5,227.5
2021-04,2025-07,227.5,227.5
2021-04,2025-08,227.5,227.5
2021-04,2025-09,227.5,227.5
2021-04,2025-10,227.5,227.5
2021-04,2025-11,227.5,227.5
2021-04,2025-12,227.5,227.5
2021-04,2026-01,230.0,230.0
2021-04,2026-02,230.0,230.0
2021-04,2026-03,230.0,230.0
2021-04,2026-04,230.0,230.0
2021-04,2026-05,230.0,230.0
2021-04,2026-06,230.0,230.0
2021-04,2026-07,230.0,230.0
2021-04,2026-08,230.0,230.0
2021-04,2026-09,230.0,230.0
2021-04,2026-10,230.0,230.0
2021-04,2026-11,230.0,230.0
2021-04,2026-12,230.0,230.0
2021-04,2027-01,230.0,230.0
2021-04,2027-02,230.0,230.0
2021-04,2027-03,230.0,230.0
